name,test,d-sep,i-sep,saving,dSepTime,iSepTime
Hepar2,"I(ascites,gallstones,obesity)",106,47,44.34,0.0042231082916259766,0.006681919097900391
Hepar2,"I(jaundice,triglycerides,Hyperbilirubinemia)",138,78,56.52,0.005084991455078125,0.012683868408203125
Hepar2,"I(fatigue,irregular_liver,hepatalgia)",133,75,56.39,0.005621910095214844,0.010333061218261719
Hepar2,"I(Steatosis,hepatomegaly,irregular_liver)",95,40,42.11,0.004152059555053711,0.006636142730712891
Hepar2,"I(skin,vh_amn,hepatalgia)",134,79,58.96,0.005051851272583008,0.011047124862670898
Hepar2,"I(fat,itching,ama)",145,89,61.38,0.006968021392822266,0.010875940322875977
Hepar2,"I(hbsag,edema,surgery)",128,66,51.56,0.005140066146850586,0.007946968078613281
Hepar2,"I(itching,bilirubin,palms)",2,2,100.00,0.0016398429870605469,0.0031659603118896484
Hepar2,"I(vh_amn,edge,proteins)",136,67,49.26,0.00503087043762207,0.009243011474609375
Hepar2,"I(encephalopathy,PBC,edema)",115,61,53.04,0.005741119384765625,0.008481979370117188
Hepar2,"I(choledocholithotomy,proteins,pressure_ruq)",135,68,50.37,0.0048370361328125,0.007703065872192383
Hepar2,"I(surgery,edge,transfusion)",136,68,50.00,0.004978179931640625,0.007272005081176758
Hepar2,"I(ascites,fat,anorexia)",114,57,50.00,0.004189014434814453,0.007845163345336914
Hepar2,"I(jaundice,cholesterol,palms)",144,87,60.42,0.006026029586791992,0.010792970657348633
Hepar2,"I(bleeding,hbsag_anti,sex)",140,91,65.00,0.0062940120697021484,0.01188802719116211
Hepar2,"I(edema,platelet,ChHepatitis)",149,81,54.36,0.006009101867675781,0.011359930038452148
Hepar2,"I(hepatalgia,ama,bleeding)",99,55,55.56,0.0038080215454101562,0.008149862289428711
Hepar2,"I(fat,amylase,spiders)",56,22,39.29,0.0023500919342041016,0.0035719871520996094
Hepar2,"I(spleen,gallstones,urea)",113,57,50.44,0.004126787185668945,0.009843826293945312
Hepar2,"I(jaundice,bilirubin,hbeag)",2,2,100.00,0.00156402587890625,0.0033419132232666016
Hepar2,"I(age,fibrosis,alt)",26,1,3.85,0.0016579627990722656,0.0023040771484375
Hepar2,"I(itching,le_cells,skin)",137,77,56.20,0.00506591796875,0.010249137878417969
Hepar2,"I(diabetes,jaundice,joints)",152,90,59.21,0.00680994987487793,0.010705947875976562
Hepar2,"I(obesity,palms,Steatosis)",127,66,51.97,0.004938840866088867,0.0073931217193603516
Hepar2,"I(irregular_liver,palms,fibrosis)",125,66,52.80,0.006145000457763672,0.01073908805847168
Hepar2,"I(hospital,fat,proteins)",47,15,31.91,0.002552032470703125,0.0032320022583007812
Hepar2,"I(hbc_anti,ascites,triglycerides)",130,69,53.08,0.005179166793823242,0.008109807968139648
Hepar2,"I(proteins,skin,RHepatitis)",156,92,58.97,0.006793022155761719,0.011442899703979492
Hepar2,"I(irregular_liver,ggtp,hepatalgia)",166,92,55.42,0.006624937057495117,0.012676000595092773
Hepar2,"I(Steatosis,pain,gallstones)",53,9,16.98,0.0025730133056640625,0.002568960189819336
Hepar2,"I(diabetes,ascites,hbsag_anti)",130,73,56.15,0.0070111751556396484,0.008291006088256836
Hepar2,"I(proteins,injections,pressure_ruq)",116,59,50.86,0.004182100296020508,0.007779836654663086
Hepar2,"I(fibrosis,hbeag,ast)",82,45,54.88,0.0038170814514160156,0.006246089935302734
Hepar2,"I(skin,anorexia,injections)",152,85,55.92,0.0056340694427490234,0.012532949447631836
Hepar2,"I(proteins,irregular_liver,anorexia)",126,69,54.76,0.005714893341064453,0.008820056915283203
Hepar2,"I(spiders,ama,ggtp)",111,55,49.55,0.004282951354980469,0.008016109466552734
Hepar2,"I(injections,le_cells,edema)",59,27,45.76,0.0025501251220703125,0.004011869430541992
Hepar2,"I(hbsag_anti,bilirubin,ESR)",129,78,60.47,0.00649714469909668,0.010942935943603516
Hepar2,"I(flatulence,fibrosis,alcoholism)",66,30,45.45,0.002657175064086914,0.003665924072265625
Hepar2,"I(amylase,hbsag_anti,encephalopathy)",86,50,58.14,0.0040738582611083984,0.017678022384643555
Hepar2,"I(cholesterol,injections,ascites)",113,58,51.33,0.005357027053833008,0.008415937423706055
Hepar2,"I(hbsag,RHepatitis,proteins)",67,34,50.75,0.002978801727294922,0.00531005859375
Hepar2,"I(fibrosis,sex,consciousness)",74,37,50.00,0.003050088882446289,0.005786895751953125
Hepar2,"I(ascites,edge,encephalopathy)",127,73,57.48,0.005112171173095703,0.008716821670532227
Hepar2,"I(pressure_ruq,ChHepatitis,hepatalgia)",71,40,56.34,0.003242969512939453,0.005719900131225586
Hepar2,"I(anorexia,consciousness,Cirrhosis)",178,99,55.62,0.007867813110351562,0.014410018920898438
Hepar2,"I(itching,alt,pressure_ruq)",159,97,61.01,0.008664131164550781,0.01382899284362793
Hepar2,"I(hbsag_anti,ChHepatitis,skin)",38,34,89.47,0.002106904983520508,0.004148006439208984
Hepar2,"I(choledocholithotomy,triglycerides,obesity)",57,7,12.28,0.0024690628051757812,0.0012428760528564453
Hepar2,"I(jaundice,diabetes,hbsag)",132,74,56.06,0.004792928695678711,0.010186195373535156
Hepar2,"I(bilirubin,bleeding,ChHepatitis)",163,106,65.03,0.009562015533447266,0.01851487159729004
Hepar2,"I(skin,spleen,alcoholism)",159,95,59.75,0.0069921016693115234,0.01411294937133789
Hepar2,"I(obesity,le_cells,injections)",38,3,7.89,0.002660036087036133,0.0010828971862792969
Hepar2,"I(fat,Steatosis,THepatitis)",55,7,12.73,0.0034220218658447266,0.001371145248413086
Hepar2,"I(palms,hbc_anti,hepatomegaly)",119,66,55.46,0.004812002182006836,0.008352994918823242
Hepar2,"I(itching,alcohol,urea)",144,89,61.81,0.008037090301513672,0.013638019561767578
Hepar2,"I(transfusion,ESR,irregular_liver)",133,70,52.63,0.0056841373443603516,0.009280920028686523
Hepar2,"I(hbeag,ggtp,hepatotoxic)",134,64,47.76,0.00630497932434082,0.011801958084106445
Hepar2,"I(hbsag,hepatotoxic,gallstones)",67,24,35.82,0.0032548904418945312,0.003771066665649414
Hepar2,"I(alt,jaundice,amylase)",151,92,60.93,0.0075380802154541016,0.013481855392456055
Hepar2,"I(pressure_ruq,bilirubin,THepatitis)",133,74,55.64,0.0065000057220458984,0.011073827743530273
Hepar2,"I(THepatitis,bilirubin,ChHepatitis)",163,85,52.15,0.0064640045166015625,0.01185297966003418
Hepar2,"I(amylase,hepatalgia,urea)",55,25,45.45,0.0028510093688964844,0.004494190216064453
Hepar2,"I(ast,phosphatase,carcinoma)",117,70,59.83,0.00624394416809082,0.01116180419921875
Hepar2,"I(joints,transfusion,age)",42,11,26.19,0.0017609596252441406,0.0020520687103271484
Hepar2,"I(inr,irregular_liver,THepatitis)",139,76,54.68,0.006537914276123047,0.01429891586303711
Hepar2,"I(ggtp,skin,encephalopathy)",144,96,66.67,0.0074040889739990234,0.013245820999145508
Hepar2,"I(diabetes,alcoholism,albumin)",36,14,38.89,0.0016989707946777344,0.002856016159057617
Hepar2,"I(upper_pain,alcoholism,hepatotoxic)",55,7,12.73,0.0025191307067871094,0.0009329319000244141
Hepar2,"I(irregular_liver,hbc_anti,ggtp)",119,65,54.62,0.006289005279541016,0.009802103042602539
Hepar2,"I(palms,pain_ruq,cholesterol)",137,72,52.55,0.00513005256652832,0.00986790657043457
Hepar2,"I(density,irregular_liver,choledocholithotomy)",146,85,58.22,0.005836009979248047,0.010324954986572266
Hepar2,"I(consciousness,albumin,joints)",146,85,58.22,0.0057981014251708984,0.01030111312866211
Hepar2,"I(fatigue,fat,le_cells)",93,31,33.33,0.003883838653564453,0.005761146545410156
Hepar2,"I(injections,edge,ChHepatitis)",134,66,49.25,0.004969120025634766,0.008127927780151367
Hepar2,"I(hepatotoxic,hbsag,spleen)",15,4,26.67,0.0012118816375732422,0.002444028854370117
Hepar2,"I(skin,fat,edge)",135,75,55.56,0.00488591194152832,0.009886980056762695
Hepar2,"I(THepatitis,bilirubin,spleen)",163,89,54.60,0.006679058074951172,0.012415170669555664
Hepar2,"I(PBC,alcoholism,upper_pain)",41,10,24.39,0.0014760494232177734,0.0019309520721435547
Hepar2,"I(hospital,Steatosis,ESR)",47,6,12.77,0.0021009445190429688,0.002155780792236328
Hepar2,"I(flatulence,THepatitis,ascites)",55,21,38.18,0.0023298263549804688,0.0034470558166503906
Hepar2,"I(inr,THepatitis,ggtp)",133,73,54.89,0.004783153533935547,0.009918928146362305
Hepar2,"I(urea,sex,THepatitis)",132,72,54.55,0.004568815231323242,0.00955820083618164
Hepar2,"I(spleen,alt,surgery)",137,79,57.66,0.006350994110107422,0.014580965042114258
Hepar2,"I(albumin,bilirubin,PBC)",145,81,55.86,0.006913185119628906,0.011020898818969727
Hepar2,"I(nausea,surgery,hepatomegaly)",60,14,23.33,0.0023818016052246094,0.0031747817993164062
Hepar2,"I(hepatalgia,gallstones,palms)",82,35,42.68,0.004658937454223633,0.007807016372680664
Hepar2,"I(hepatalgia,upper_pain,vh_amn)",82,24,29.27,0.0035538673400878906,0.004906177520751953
Hepar2,"I(anorexia,encephalopathy,irregular_liver)",169,90,53.25,0.006067991256713867,0.013733148574829102
Hepar2,"I(urea,upper_pain,irregular_liver)",133,72,54.14,0.0059659481048583984,0.00943899154663086
Hepar2,"I(injections,ESR,obesity)",133,58,43.61,0.007745981216430664,0.009018898010253906
Hepar2,"I(carcinoma,edge,vh_amn)",142,78,54.93,0.006260871887207031,0.009860992431640625
Hepar2,"I(jaundice,encephalopathy,ggtp)",144,93,64.58,0.0061070919036865234,0.011161088943481445
Hepar2,"I(Cirrhosis,bleeding,joints)",167,99,59.28,0.00807809829711914,0.01585102081298828
Hepar2,"I(pain_ruq,urea,pain)",153,92,60.13,0.006263017654418945,0.010521888732910156
Hepar2,"I(diabetes,alcohol,irregular_liver)",127,66,51.97,0.0066089630126953125,0.009696006774902344
Hepar2,"I(surgery,palms,bilirubin)",136,74,54.41,0.0049860477447509766,0.009269952774047852
Hepar2,"I(ChHepatitis,phosphatase,bleeding)",127,71,55.91,0.0070400238037109375,0.013751983642578125
Hepar2,"I(injections,pressure_ruq,amylase)",108,44,40.74,0.004647970199584961,0.005541086196899414
Hepar2,"I(PBC,joints,THepatitis)",44,13,29.55,0.0017690658569335938,0.0021419525146484375
Hepar2,"I(joints,platelet,Cirrhosis)",154,81,52.60,0.006044864654541016,0.00933218002319336
Hepar2,"I(density,itching,phosphatase)",155,105,67.74,0.0070421695709228516,0.013154983520507812
Hepar2,"I(ggtp,diabetes,hospital)",119,48,40.34,0.004800081253051758,0.009187936782836914
Hepar2,"I(sex,nausea,spiders)",26,1,3.85,0.0014641284942626953,0.0015919208526611328
Hepar2,"I(edge,density,hbc_anti)",155,92,59.35,0.007055044174194336,0.010365009307861328
Hepar2,"I(alcohol,pressure_ruq,ascites)",148,75,50.68,0.005704164505004883,0.009927988052368164
Hepar2,"I(alcohol,hbc_anti,jaundice)",119,68,57.14,0.0047359466552734375,0.008629083633422852
Hepar2,"I(density,alcoholism,palms)",128,71,55.47,0.004539966583251953,0.009025096893310547
Hepar2,"I(alcoholism,bleeding,le_cells)",148,85,57.43,0.007047176361083984,0.011895895004272461
Hepar2,"I(fatigue,jaundice,ggtp)",150,93,62.00,0.0073909759521484375,0.013311147689819336
Hepar2,"I(THepatitis,hbsag,age)",58,5,8.62,0.002547025680541992,0.0034570693969726562
Hepar2,"I(sex,hcv_anti,hbsag)",26,1,3.85,0.0023539066314697266,0.0015740394592285156
Hepar2,"I(edge,skin,hospital)",155,91,58.71,0.008593082427978516,0.01170802116394043
Hepar2,"I(hbsag_anti,itching,skin)",139,85,61.15,0.006872892379760742,0.011921167373657227
Hepar2,"I(transfusion,triglycerides,urea)",59,31,52.54,0.002722024917602539,0.0046138763427734375
Hepar2,"I(upper_pain,age,consciousness)",55,25,45.45,0.0025000572204589844,0.0042209625244140625
Hepar2,"I(hbsag,consciousness,ascites)",155,90,58.06,0.006188869476318359,0.014096975326538086
Hepar2,"I(hbsag,edge,hcv_anti)",128,67,52.34,0.0055849552154541016,0.007853031158447266
Hepar2,"I(jaundice,inr,itching)",155,95,61.29,0.007219791412353516,0.013592958450317383
Hepar2,"I(urea,hepatotoxic,irregular_liver)",132,71,53.79,0.004891872406005859,0.009613990783691406
Hepar2,"I(palms,phosphatase,ama)",140,77,55.00,0.00627899169921875,0.011507034301757812
Hepar2,"I(spleen,joints,edge)",120,59,49.17,0.006123065948486328,0.009421110153198242
Hepar2,"I(diabetes,jaundice,hbc_anti)",152,92,60.53,0.0071527957916259766,0.01143503189086914
Hepar2,"I(upper_pain,RHepatitis,ESR)",55,12,21.82,0.0023679733276367188,0.002685070037841797
Hepar2,"I(hbc_anti,ast,skin)",117,71,60.68,0.007043123245239258,0.011723995208740234
Hepar2,"I(age,hcv_anti,PBC)",26,5,19.23,0.001741170883178711,0.0014939308166503906
Hepar2,"I(hbc_anti,palms,le_cells)",127,66,51.97,0.005230903625488281,0.009792804718017578
Hepar2,"I(vh_amn,RHepatitis,age)",45,1,2.22,0.0018858909606933594,0.0004930496215820312
Hepar2,"I(ama,Cirrhosis,diabetes)",42,11,26.19,0.0022840499877929688,0.0025069713592529297
Hepar2,"I(skin,hbeag,urea)",138,85,61.59,0.005661964416503906,0.0141448974609375
Hepar2,"I(injections,phosphatase,amylase)",124,65,52.42,0.00763392448425293,0.010447978973388672
Hepar2,"I(ascites,alt,cholesterol)",142,81,57.04,0.006597995758056641,0.010780096054077148
Hepar2,"I(carcinoma,fibrosis,transfusion)",86,43,50.00,0.003671884536743164,0.006873130798339844
Hepar2,"I(ggtp,RHepatitis,surgery)",122,51,41.80,0.0050389766693115234,0.008988142013549805
Hepar2,"I(flatulence,Steatosis,diabetes)",55,7,12.73,0.0024421215057373047,0.0010859966278076172
